participant,date,score,index,system,question,name
CY,2021/07/25 8:05:23 PM OEZ,4,12,Reference,4,grammar
CY,2021/07/25 8:05:23 PM OEZ,2,12,T2T+pg+cv,1,covererage
CY,2021/07/25 8:05:23 PM OEZ,3,12,T2T+pg+cv,2,redundancy
CY,2021/07/25 8:05:23 PM OEZ,2,12,T2T+pg+cv,3,semantic
CY,2021/07/25 8:05:23 PM OEZ,4,12,T2T+pg+cv,4,grammar
CY,2021/07/25 8:05:23 PM OEZ,1,12,C2T+pg,1,covererage
CY,2021/07/25 8:05:23 PM OEZ,3,12,C2T+pg,2,redundancy
CY,2021/07/25 8:05:23 PM OEZ,1,12,C2T+pg,3,semantic
CY,2021/07/25 8:05:23 PM OEZ,4,12,C2T+pg,4,grammar
CY,2021/07/25 8:05:23 PM OEZ,3,5,C2T+pg,1,covererage
CY,2021/07/25 8:05:23 PM OEZ,4,5,C2T+pg,2,redundancy
CY,2021/07/25 8:05:23 PM OEZ,4,5,C2T+pg,3,semantic
CY,2021/07/25 8:05:23 PM OEZ,4,5,C2T+pg,4,grammar
CY,2021/07/25 8:05:23 PM OEZ,2,22,T2T+pg,1,covererage
CY,2021/07/25 8:05:23 PM OEZ,4,22,T2T+pg,2,redundancy
CY,2021/07/25 8:05:23 PM OEZ,2,22,T2T+pg,3,semantic
CY,2021/07/25 8:05:23 PM OEZ,4,22,T2T+pg,4,grammar
ZY,2021/07/26 5:14:59 AM OEZ,3,3,C2T+pg,1,covererage
ZY,2021/07/26 5:14:59 AM OEZ,4,3,C2T+pg,2,redundancy
ZY,2021/07/26 5:14:59 AM OEZ,3,3,C2T+pg,3,semantic
ZY,2021/07/26 5:14:59 AM OEZ,4,3,C2T+pg,4,grammar
ZY,2021/07/26 5:14:59 AM OEZ,4,24,C2T+pg,1,covererage
ZY,2021/07/26 5:14:59 AM OEZ,4,24,C2T+pg,2,redundancy
ZY,2021/07/26 5:14:59 AM OEZ,3,24,C2T+pg,3,semantic
ZY,2021/07/26 5:14:59 AM OEZ,4,24,C2T+pg,4,grammar
ZY,2021/07/26 5:14:59 AM OEZ,4,10,C2T,1,covererage
ZY,2021/07/26 5:14:59 AM OEZ,5,10,C2T,2,redundancy
ZY,2021/07/26 5:14:59 AM OEZ,4,10,C2T,3,semantic
ZY,2021/07/26 5:14:59 AM OEZ,4,10,C2T,4,grammar
ZY,2021/07/26 5:14:59 AM OEZ,5,24,C2T_char,1,covererage
ZY,2021/07/26 5:14:59 AM OEZ,5,24,C2T_char,2,redundancy
ZY,2021/07/26 5:14:59 AM OEZ,4,24,C2T_char,3,semantic
ZY,2021/07/26 5:14:59 AM OEZ,5,24,C2T_char,4,grammar
ZY,2021/07/26 5:14:59 AM OEZ,3,13,T2T+pg,1,covererage
ZY,2021/07/26 5:14:59 AM OEZ,4,13,T2T+pg,2,redundancy
ZY,2021/07/26 5:14:59 AM OEZ,4,13,T2T+pg,3,semantic
ZY,2021/07/26 5:14:59 AM OEZ,5,13,T2T+pg,4,grammar
ZY,2021/07/26 5:14:59 AM OEZ,2,8,C2T+pg,1,covererage
ZY,2021/07/26 5:14:59 AM OEZ,3,8,C2T+pg,2,redundancy
ZY,2021/07/26 5:14:59 AM OEZ,2,8,C2T+pg,3,semantic
ZY,2021/07/26 5:14:59 AM OEZ,4,8,C2T+pg,4,grammar
ZY,2021/07/26 5:14:59 AM OEZ,5,1,C2T_char,1,covererage
ZY,2021/07/26 5:14:59 AM OEZ,5,1,C2T_char,2,redundancy
ZY,2021/07/26 5:14:59 AM OEZ,5,1,C2T_char,3,semantic
ZY,2021/07/26 5:14:59 AM OEZ,4,1,C2T_char,4,grammar
ZY,2021/07/26 5:14:59 AM OEZ,3,15,T2T+pg,1,covererage
ZY,2021/07/26 5:14:59 AM OEZ,4,15,T2T+pg,2,redundancy
ZY,2021/07/26 5:14:59 AM OEZ,3,15,T2T+pg,3,semantic
ZY,2021/07/26 5:14:59 AM OEZ,4,15,T2T+pg,4,grammar
ZY,2021/07/26 5:14:59 AM OEZ,5,8,T2T+pg,1,covererage
ZY,2021/07/26 5:14:59 AM OEZ,5,8,T2T+pg,2,redundancy
ZY,2021/07/26 5:14:59 AM OEZ,5,8,T2T+pg,3,semantic
ZY,2021/07/26 5:14:59 AM OEZ,5,8,T2T+pg,4,grammar
ZY,2021/07/26 5:14:59 AM OEZ,4,6,C2T_char,1,covererage
ZY,2021/07/26 5:14:59 AM OEZ,2,6,C2T_char,2,redundancy
ZY,2021/07/26 5:14:59 AM OEZ,3,6,C2T_char,3,semantic
ZY,2021/07/26 5:14:59 AM OEZ,3,6,C2T_char,4,grammar
ZYY,2021/07/26 5:25:49 AM OEZ,3,3,C2T,1,covererage
ZYY,2021/07/26 5:25:49 AM OEZ,4,3,C2T,2,redundancy
ZYY,2021/07/26 5:25:49 AM OEZ,2,3,C2T,3,semantic
ZYY,2021/07/26 5:25:49 AM OEZ,2,3,C2T,4,grammar
ZYY,2021/07/26 5:25:49 AM OEZ,4,22,Reference,1,covererage
ZYY,2021/07/26 5:25:49 AM OEZ,5,22,Reference,2,redundancy
ZYY,2021/07/26 5:25:49 AM OEZ,3,22,Reference,3,semantic
ZYY,2021/07/26 5:25:49 AM OEZ,3,22,Reference,4,grammar
ZYY,2021/07/26 5:25:49 AM OEZ,3,16,T2T+pg,1,covererage
ZYY,2021/07/26 5:25:49 AM OEZ,3,16,T2T+pg,2,redundancy
ZYY,2021/07/26 5:25:49 AM OEZ,3,16,T2T+pg,3,semantic
ZYY,2021/07/26 5:25:49 AM OEZ,3,16,T2T+pg,4,grammar
ZYY,2021/07/26 5:25:49 AM OEZ,2,10,T2T+pg,1,covererage
ZYY,2021/07/26 5:25:49 AM OEZ,3,10,T2T+pg,2,redundancy
ZYY,2021/07/26 5:25:49 AM OEZ,3,10,T2T+pg,3,semantic
ZYY,2021/07/26 5:25:49 AM OEZ,2,10,T2T+pg,4,grammar
ZYY,2021/07/26 5:25:49 AM OEZ,2,1,C2T+pg+cv,1,covererage
ZYY,2021/07/26 5:25:49 AM OEZ,4,1,C2T+pg+cv,2,redundancy
ZYY,2021/07/26 5:25:49 AM OEZ,3,1,C2T+pg+cv,3,semantic
ZYY,2021/07/26 5:25:49 AM OEZ,3,1,C2T+pg+cv,4,grammar
ZYY,2021/07/26 5:25:49 AM OEZ,2,2,C2T+pg+cv,1,covererage
ZYY,2021/07/26 5:25:49 AM OEZ,2,2,C2T+pg+cv,2,redundancy
ZYY,2021/07/26 5:25:49 AM OEZ,3,2,C2T+pg+cv,3,semantic
ZYY,2021/07/26 5:25:49 AM OEZ,3,2,C2T+pg+cv,4,grammar
ZYY,2021/07/26 5:25:49 AM OEZ,2,13,T2T+pg+cv,1,covererage
ZYY,2021/07/26 5:25:49 AM OEZ,3,13,T2T+pg+cv,2,redundancy
ZYY,2021/07/26 5:25:49 AM OEZ,3,13,T2T+pg+cv,3,semantic
ZYY,2021/07/26 5:25:49 AM OEZ,3,13,T2T+pg+cv,4,grammar
ZYY,2021/07/26 5:25:49 AM OEZ,2,11,C2T+pg+cv,1,covererage
ZYY,2021/07/26 5:25:49 AM OEZ,3,11,C2T+pg+cv,2,redundancy
ZYY,2021/07/26 5:25:49 AM OEZ,3,11,C2T+pg+cv,3,semantic
ZYY,2021/07/26 5:25:49 AM OEZ,3,11,C2T+pg+cv,4,grammar
ZYY,2021/07/26 5:25:49 AM OEZ,2,13,C2T+pg,1,covererage
ZYY,2021/07/26 5:25:49 AM OEZ,5,13,C2T+pg,2,redundancy
ZYY,2021/07/26 5:25:49 AM OEZ,3,13,C2T+pg,3,semantic
ZYY,2021/07/26 5:25:49 AM OEZ,3,13,C2T+pg,4,grammar
ZYY,2021/07/26 5:25:49 AM OEZ,2,11,C2T+pg,1,covererage
ZYY,2021/07/26 5:25:49 AM OEZ,4,11,C2T+pg,2,redundancy
ZYY,2021/07/26 5:25:49 AM OEZ,3,11,C2T+pg,3,semantic
ZYY,2021/07/26 5:25:49 AM OEZ,3,11,C2T+pg,4,grammar
EH,2021/07/26 6:56:24 PM OEZ,1,28,C2T,1,covererage
EH,2021/07/26 6:56:24 PM OEZ,4,28,C2T,2,redundancy
EH,2021/07/26 6:56:24 PM OEZ,1,28,C2T,3,semantic
EH,2021/07/26 6:56:24 PM OEZ,5,28,C2T,4,grammar
EH,2021/07/26 6:56:24 PM OEZ,4,17,C2T+pg,1,covererage
EH,2021/07/26 6:56:24 PM OEZ,5,17,C2T+pg,2,redundancy
EH,2021/07/26 6:56:24 PM OEZ,5,17,C2T+pg,3,semantic
EH,2021/07/26 6:56:24 PM OEZ,4,17,C2T+pg,4,grammar
EH,2021/07/26 6:56:24 PM OEZ,2,12,C2T,1,covererage
EH,2021/07/26 6:56:24 PM OEZ,1,12,C2T,2,redundancy
EH,2021/07/26 6:56:24 PM OEZ,1,12,C2T,3,semantic
EH,2021/07/26 6:56:24 PM OEZ,1,12,C2T,4,grammar
EH,2021/07/26 6:56:24 PM OEZ,5,29,Reference,1,covererage
EH,2021/07/26 6:56:24 PM OEZ,4,29,Reference,2,redundancy
EH,2021/07/26 6:56:24 PM OEZ,3,29,Reference,3,semantic
EH,2021/07/26 6:56:24 PM OEZ,2,29,Reference,4,grammar
EH,2021/07/26 6:56:24 PM OEZ,3,13,C2T+pg+cv,1,covererage
EH,2021/07/26 6:56:24 PM OEZ,5,13,C2T+pg+cv,2,redundancy
EH,2021/07/26 6:56:24 PM OEZ,5,13,C2T+pg+cv,3,semantic
EH,2021/07/26 6:56:24 PM OEZ,5,13,C2T+pg+cv,4,grammar
EH,2021/07/26 6:56:24 PM OEZ,2,24,T2T+pg,1,covererage
EH,2021/07/26 6:56:24 PM OEZ,4,24,T2T+pg,2,redundancy
EH,2021/07/26 6:56:24 PM OEZ,1,24,T2T+pg,3,semantic
EH,2021/07/26 6:56:24 PM OEZ,4,24,T2T+pg,4,grammar
EH,2021/07/26 6:56:24 PM OEZ,2,6,C2T+pg+cv,1,covererage
EH,2021/07/26 6:56:24 PM OEZ,5,6,C2T+pg+cv,2,redundancy
EH,2021/07/26 6:56:24 PM OEZ,4,6,C2T+pg+cv,3,semantic
EH,2021/07/26 6:56:24 PM OEZ,5,6,C2T+pg+cv,4,grammar
EH,2021/07/26 6:56:24 PM OEZ,1,26,T2T+pg,1,covererage
EH,2021/07/26 6:56:24 PM OEZ,5,26,T2T+pg,2,redundancy
EH,2021/07/26 6:56:24 PM OEZ,1,26,T2T+pg,3,semantic
EH,2021/07/26 6:56:24 PM OEZ,5,26,T2T+pg,4,grammar
EH,2021/07/26 6:56:24 PM OEZ,2,10,C2T_char,1,covererage
EH,2021/07/26 6:56:24 PM OEZ,1,10,C2T_char,2,redundancy
EH,2021/07/26 6:56:24 PM OEZ,1,10,C2T_char,3,semantic
EH,2021/07/26 6:56:24 PM OEZ,1,10,C2T_char,4,grammar
EH,2021/07/26 6:56:24 PM OEZ,1,21,T2T+pg+cv,1,covererage
EH,2021/07/26 6:56:24 PM OEZ,5,21,T2T+pg+cv,2,redundancy
EH,2021/07/26 6:56:24 PM OEZ,2,21,T2T+pg+cv,3,semantic
EH,2021/07/26 6:56:24 PM OEZ,5,21,T2T+pg+cv,4,grammar
SL,2021/07/26 10:26:42 PM OEZ,2,29,C2T+pg,1,covererage
SL,2021/07/26 10:26:42 PM OEZ,2,29,C2T+pg,2,redundancy
SL,2021/07/26 10:26:42 PM OEZ,4,29,C2T+pg,3,semantic
SL,2021/07/26 10:26:42 PM OEZ,2,29,C2T+pg,4,grammar
SL,2021/07/26 10:26:42 PM OEZ,3,10,C2T+pg+cv,1,covererage
SL,2021/07/26 10:26:42 PM OEZ,5,10,C2T+pg+cv,2,redundancy
SL,2021/07/26 10:26:42 PM OEZ,5,10,C2T+pg+cv,3,semantic
SL,2021/07/26 10:26:42 PM OEZ,3,10,C2T+pg+cv,4,grammar
SL,2021/07/26 10:26:42 PM OEZ,4,7,C2T,1,covererage
SL,2021/07/26 10:26:42 PM OEZ,2,7,C2T,2,redundancy
SL,2021/07/26 10:26:42 PM OEZ,3,7,C2T,3,semantic
SL,2021/07/26 10:26:42 PM OEZ,2,7,C2T,4,grammar
SL,2021/07/26 10:26:42 PM OEZ,4,15,C2T+pg+cv,1,covererage
SL,2021/07/26 10:26:42 PM OEZ,2,15,C2T+pg+cv,2,redundancy
SL,2021/07/26 10:26:42 PM OEZ,3,15,C2T+pg+cv,3,semantic
SL,2021/07/26 10:26:42 PM OEZ,3,15,C2T+pg+cv,4,grammar
SL,2021/07/26 10:26:42 PM OEZ,4,6,T2T+pg+cv,1,covererage
SL,2021/07/26 10:26:42 PM OEZ,3,6,T2T+pg+cv,2,redundancy
SL,2021/07/26 10:26:42 PM OEZ,4,6,T2T+pg+cv,3,semantic
SL,2021/07/26 10:26:42 PM OEZ,3,6,T2T+pg+cv,4,grammar
SL,2021/07/26 10:26:42 PM OEZ,3,17,C2T,1,covererage
SL,2021/07/26 10:26:42 PM OEZ,5,17,C2T,2,redundancy
SL,2021/07/26 10:26:42 PM OEZ,5,17,C2T,3,semantic
SL,2021/07/26 10:26:42 PM OEZ,3,17,C2T,4,grammar
SL,2021/07/26 10:26:42 PM OEZ,4,12,C2T_char,1,covererage
SL,2021/07/26 10:26:42 PM OEZ,5,12,C2T_char,2,redundancy
SL,2021/07/26 10:26:42 PM OEZ,5,12,C2T_char,3,semantic
SL,2021/07/26 10:26:42 PM OEZ,3,12,C2T_char,4,grammar
SL,2021/07/26 10:26:42 PM OEZ,3,17,T2T+pg,1,covererage
SL,2021/07/26 10:26:42 PM OEZ,4,17,T2T+pg,2,redundancy
SL,2021/07/26 10:26:42 PM OEZ,3,17,T2T+pg,3,semantic
SL,2021/07/26 10:26:42 PM OEZ,4,17,T2T+pg,4,grammar
SL,2021/07/26 10:26:42 PM OEZ,3,13,C2T,1,covererage
SL,2021/07/26 10:26:42 PM OEZ,5,13,C2T,2,redundancy
SL,2021/07/26 10:26:42 PM OEZ,5,13,C2T,3,semantic
SL,2021/07/26 10:26:42 PM OEZ,3,13,C2T,4,grammar
SL,2021/07/26 10:26:42 PM OEZ,5,23,Reference,1,covererage
SL,2021/07/26 10:26:42 PM OEZ,5,23,Reference,2,redundancy
SL,2021/07/26 10:26:42 PM OEZ,5,23,Reference,3,semantic
SL,2021/07/26 10:26:42 PM OEZ,4,23,Reference,4,grammar
KM,2021/07/27 10:44:42 AM OEZ,4,4,Reference,1,covererage
KM,2021/07/27 10:44:42 AM OEZ,5,4,Reference,2,redundancy
KM,2021/07/27 10:44:42 AM OEZ,5,4,Reference,3,semantic
KM,2021/07/27 10:44:42 AM OEZ,5,4,Reference,4,grammar
KM,2021/07/27 10:44:42 AM OEZ,2,9,C2T,1,covererage
KM,2021/07/27 10:44:42 AM OEZ,2,9,C2T,2,redundancy
KM,2021/07/27 10:44:42 AM OEZ,3,9,C2T,3,semantic
KM,2021/07/27 10:44:42 AM OEZ,3,9,C2T,4,grammar
KM,2021/07/27 10:44:42 AM OEZ,2,16,C2T_char,1,covererage
KM,2021/07/27 10:44:42 AM OEZ,2,16,C2T_char,2,redundancy
KM,2021/07/27 10:44:42 AM OEZ,5,16,C2T_char,3,semantic
KM,2021/07/27 10:44:42 AM OEZ,5,16,C2T_char,4,grammar
KM,2021/07/27 10:44:42 AM OEZ,4,21,Reference,1,covererage
KM,2021/07/27 10:44:42 AM OEZ,5,21,Reference,2,redundancy
KM,2021/07/27 10:44:42 AM OEZ,5,21,Reference,3,semantic
KM,2021/07/27 10:44:42 AM OEZ,4,21,Reference,4,grammar
KM,2021/07/27 10:44:42 AM OEZ,4,18,Reference,1,covererage
KM,2021/07/27 10:44:42 AM OEZ,4,18,Reference,2,redundancy
KM,2021/07/27 10:44:42 AM OEZ,5,18,Reference,3,semantic
KM,2021/07/27 10:44:42 AM OEZ,4,18,Reference,4,grammar
KM,2021/07/27 10:44:42 AM OEZ,2,25,C2T+pg+cv,1,covererage
KM,2021/07/27 10:44:42 AM OEZ,5,25,C2T+pg+cv,2,redundancy
KM,2021/07/27 10:44:42 AM OEZ,5,25,C2T+pg+cv,3,semantic
KM,2021/07/27 10:44:42 AM OEZ,5,25,C2T+pg+cv,4,grammar
KM,2021/07/27 10:44:42 AM OEZ,4,2,T2T+pg,1,covererage
KM,2021/07/27 10:44:42 AM OEZ,5,2,T2T+pg,2,redundancy
KM,2021/07/27 10:44:42 AM OEZ,5,2,T2T+pg,3,semantic
KM,2021/07/27 10:44:42 AM OEZ,5,2,T2T+pg,4,grammar
KM,2021/07/27 10:44:42 AM OEZ,2,22,C2T+pg+cv,1,covererage
KM,2021/07/27 10:44:42 AM OEZ,5,22,C2T+pg+cv,2,redundancy
KM,2021/07/27 10:44:42 AM OEZ,5,22,C2T+pg+cv,3,semantic
KM,2021/07/27 10:44:42 AM OEZ,5,22,C2T+pg+cv,4,grammar
KM,2021/07/27 10:44:42 AM OEZ,3,14,C2T+pg+cv,1,covererage
KM,2021/07/27 10:44:42 AM OEZ,5,14,C2T+pg+cv,2,redundancy
KM,2021/07/27 10:44:42 AM OEZ,5,14,C2T+pg+cv,3,semantic
KM,2021/07/27 10:44:42 AM OEZ,5,14,C2T+pg+cv,4,grammar
KM,2021/07/27 10:44:42 AM OEZ,3,2,C2T_char,1,covererage
KM,2021/07/27 10:44:42 AM OEZ,5,2,C2T_char,2,redundancy
KM,2021/07/27 10:44:42 AM OEZ,5,2,C2T_char,3,semantic
KM,2021/07/27 10:44:42 AM OEZ,5,2,C2T_char,4,grammar
CR,2021/07/27 3:22:32 PM OEZ,5,7,Reference,1,covererage
CR,2021/07/27 3:22:32 PM OEZ,5,7,Reference,2,redundancy
CR,2021/07/27 3:22:32 PM OEZ,5,7,Reference,3,semantic
CR,2021/07/27 3:22:32 PM OEZ,4,7,Reference,4,grammar
CR,2021/07/27 3:22:32 PM OEZ,4,25,T2T+pg,1,covererage
CR,2021/07/27 3:22:32 PM OEZ,4,25,T2T+pg,2,redundancy
CR,2021/07/27 3:22:32 PM OEZ,3,25,T2T+pg,3,semantic
CR,2021/07/27 3:22:32 PM OEZ,4,25,T2T+pg,4,grammar
CR,2021/07/27 3:22:32 PM OEZ,1,3,C2T+pg+cv,1,covererage
CR,2021/07/27 3:22:32 PM OEZ,5,3,C2T+pg+cv,2,redundancy
CR,2021/07/27 3:22:32 PM OEZ,3,3,C2T+pg+cv,3,semantic
CR,2021/07/27 3:22:32 PM OEZ,1,3,C2T+pg+cv,4,grammar
CR,2021/07/27 3:22:32 PM OEZ,5,9,T2T+pg,1,covererage
CR,2021/07/27 3:22:32 PM OEZ,5,9,T2T+pg,2,redundancy
CR,2021/07/27 3:22:32 PM OEZ,5,9,T2T+pg,3,semantic
CR,2021/07/27 3:22:32 PM OEZ,5,9,T2T+pg,4,grammar
CR,2021/07/27 3:22:32 PM OEZ,5,4,C2T+pg,1,covererage
CR,2021/07/27 3:22:32 PM OEZ,5,4,C2T+pg,2,redundancy
CR,2021/07/27 3:22:32 PM OEZ,4,4,C2T+pg,3,semantic
CR,2021/07/27 3:22:32 PM OEZ,5,4,C2T+pg,4,grammar
CR,2021/07/27 3:22:32 PM OEZ,4,27,C2T+pg+cv,1,covererage
CR,2021/07/27 3:22:32 PM OEZ,4,27,C2T+pg+cv,2,redundancy
CR,2021/07/27 3:22:32 PM OEZ,3,27,C2T+pg+cv,3,semantic
CR,2021/07/27 3:22:32 PM OEZ,4,27,C2T+pg+cv,4,grammar
CR,2021/07/27 3:22:32 PM OEZ,3,20,C2T+pg+cv,1,covererage
CR,2021/07/27 3:22:32 PM OEZ,4,20,C2T+pg+cv,2,redundancy
CR,2021/07/27 3:22:32 PM OEZ,4,20,C2T+pg+cv,3,semantic
CR,2021/07/27 3:22:32 PM OEZ,4,20,C2T+pg+cv,4,grammar
CR,2021/07/27 3:22:32 PM OEZ,5,3,Reference,1,covererage
CR,2021/07/27 3:22:32 PM OEZ,3,3,Reference,2,redundancy
CR,2021/07/27 3:22:32 PM OEZ,4,3,Reference,3,semantic
CR,2021/07/27 3:22:32 PM OEZ,4,3,Reference,4,grammar
CR,2021/07/27 3:22:32 PM OEZ,4,15,Reference,1,covererage
CR,2021/07/27 3:22:32 PM OEZ,4,15,Reference,2,redundancy
CR,2021/07/27 3:22:32 PM OEZ,4,15,Reference,3,semantic
CR,2021/07/27 3:22:32 PM OEZ,4,15,Reference,4,grammar
CR,2021/07/27 3:22:32 PM OEZ,1,6,C2T,1,covererage
CR,2021/07/27 3:22:32 PM OEZ,2,6,C2T,2,redundancy
CR,2021/07/27 3:22:32 PM OEZ,3,6,C2T,3,semantic
CR,2021/07/27 3:22:32 PM OEZ,2,6,C2T,4,grammar
BS,2021/07/28 12:38:22 PM OEZ,3,2,C2T+pg,1,covererage
BS,2021/07/28 12:38:22 PM OEZ,5,2,C2T+pg,2,redundancy
BS,2021/07/28 12:38:22 PM OEZ,3,2,C2T+pg,3,semantic
BS,2021/07/28 12:38:22 PM OEZ,4,2,C2T+pg,4,grammar
BS,2021/07/28 12:38:22 PM OEZ,3,7,C2T_char,1,covererage
BS,2021/07/28 12:38:22 PM OEZ,1,7,C2T_char,2,redundancy
BS,2021/07/28 12:38:22 PM OEZ,3,7,C2T_char,3,semantic
BS,2021/07/28 12:38:22 PM OEZ,2,7,C2T_char,4,grammar
BS,2021/07/28 12:38:22 PM OEZ,5,3,T2T+pg+cv,1,covererage
BS,2021/07/28 12:38:22 PM OEZ,5,3,T2T+pg+cv,2,redundancy
BS,2021/07/28 12:38:22 PM OEZ,4,3,T2T+pg+cv,3,semantic
BS,2021/07/28 12:38:22 PM OEZ,5,3,T2T+pg+cv,4,grammar
BS,2021/07/28 12:38:22 PM OEZ,4,20,T2T+pg,1,covererage
BS,2021/07/28 12:38:22 PM OEZ,5,20,T2T+pg,2,redundancy
BS,2021/07/28 12:38:22 PM OEZ,5,20,T2T+pg,3,semantic
BS,2021/07/28 12:38:22 PM OEZ,5,20,T2T+pg,4,grammar
BS,2021/07/28 12:38:22 PM OEZ,5,25,Reference,1,covererage
BS,2021/07/28 12:38:22 PM OEZ,5,25,Reference,2,redundancy
BS,2021/07/28 12:38:22 PM OEZ,3,25,Reference,3,semantic
BS,2021/07/28 12:38:22 PM OEZ,3,25,Reference,4,grammar
BS,2021/07/28 12:38:22 PM OEZ,5,24,Reference,1,covererage
BS,2021/07/28 12:38:22 PM OEZ,5,24,Reference,2,redundancy
BS,2021/07/28 12:38:22 PM OEZ,5,24,Reference,3,semantic
BS,2021/07/28 12:38:22 PM OEZ,5,24,Reference,4,grammar
BS,2021/07/28 12:38:22 PM OEZ,5,19,T2T+pg+cv,1,covererage
BS,2021/07/28 12:38:22 PM OEZ,5,19,T2T+pg+cv,2,redundancy
BS,2021/07/28 12:38:22 PM OEZ,5,19,T2T+pg+cv,3,semantic
BS,2021/07/28 12:38:22 PM OEZ,5,19,T2T+pg+cv,4,grammar
BS,2021/07/28 12:38:22 PM OEZ,4,27,C2T_char,1,covererage
BS,2021/07/28 12:38:22 PM OEZ,1,27,C2T_char,2,redundancy
BS,2021/07/28 12:38:22 PM OEZ,2,27,C2T_char,3,semantic
BS,2021/07/28 12:38:22 PM OEZ,3,27,C2T_char,4,grammar
BS,2021/07/28 12:38:22 PM OEZ,4,5,T2T+pg,1,covererage
BS,2021/07/28 12:38:22 PM OEZ,2,5,T2T+pg,2,redundancy
BS,2021/07/28 12:38:22 PM OEZ,3,5,T2T+pg,3,semantic
BS,2021/07/28 12:38:22 PM OEZ,4,5,T2T+pg,4,grammar
BS,2021/07/28 12:38:22 PM OEZ,1,25,C2T_char,1,covererage
BS,2021/07/28 12:38:22 PM OEZ,1,25,C2T_char,2,redundancy
BS,2021/07/28 12:38:22 PM OEZ,2,25,C2T_char,3,semantic
BS,2021/07/28 12:38:22 PM OEZ,3,25,C2T_char,4,grammar
TE,2021/07/29 1:51:44 AM OEZ,3,10,C2T+pg,1,covererage
TE,2021/07/29 1:51:44 AM OEZ,5,10,C2T+pg,2,redundancy
TE,2021/07/29 1:51:44 AM OEZ,4,10,C2T+pg,3,semantic
TE,2021/07/29 1:51:44 AM OEZ,3,10,C2T+pg,4,grammar
TE,2021/07/29 1:51:44 AM OEZ,2,6,T2T+pg,1,covererage
TE,2021/07/29 1:51:44 AM OEZ,4,6,T2T+pg,2,redundancy
TE,2021/07/29 1:51:44 AM OEZ,4,6,T2T+pg,3,semantic
TE,2021/07/29 1:51:44 AM OEZ,4,6,T2T+pg,4,grammar
TE,2021/07/29 1:51:44 AM OEZ,1,25,C2T,1,covererage
TE,2021/07/29 1:51:44 AM OEZ,5,25,C2T,2,redundancy
TE,2021/07/29 1:51:44 AM OEZ,2,25,C2T,3,semantic
TE,2021/07/29 1:51:44 AM OEZ,4,25,C2T,4,grammar
TE,2021/07/29 1:51:44 AM OEZ,3,17,T2T+pg+cv,1,covererage
TE,2021/07/29 1:51:44 AM OEZ,5,17,T2T+pg+cv,2,redundancy
TE,2021/07/29 1:51:44 AM OEZ,4,17,T2T+pg+cv,3,semantic
TE,2021/07/29 1:51:44 AM OEZ,4,17,T2T+pg+cv,4,grammar
TE,2021/07/29 1:51:44 AM OEZ,4,1,C2T,1,covererage
TE,2021/07/29 1:51:44 AM OEZ,5,1,C2T,2,redundancy
TE,2021/07/29 1:51:44 AM OEZ,4,1,C2T,3,semantic
TE,2021/07/29 1:51:44 AM OEZ,4,1,C2T,4,grammar
TE,2021/07/29 1:51:44 AM OEZ,3,7,T2T+pg+cv,1,covererage
TE,2021/07/29 1:51:44 AM OEZ,1,7,T2T+pg+cv,2,redundancy
TE,2021/07/29 1:51:44 AM OEZ,4,7,T2T+pg+cv,3,semantic
TE,2021/07/29 1:51:44 AM OEZ,4,7,T2T+pg+cv,4,grammar
TE,2021/07/29 1:51:44 AM OEZ,3,8,T2T+pg+cv,1,covererage
TE,2021/07/29 1:51:44 AM OEZ,5,8,T2T+pg+cv,2,redundancy
TE,2021/07/29 1:51:44 AM OEZ,5,8,T2T+pg+cv,3,semantic
TE,2021/07/29 1:51:44 AM OEZ,4,8,T2T+pg+cv,4,grammar
TE,2021/07/29 1:51:44 AM OEZ,3,7,C2T+pg,1,covererage
TE,2021/07/29 1:51:44 AM OEZ,5,7,C2T+pg,2,redundancy
TE,2021/07/29 1:51:44 AM OEZ,4,7,C2T+pg,3,semantic
TE,2021/07/29 1:51:44 AM OEZ,4,7,C2T+pg,4,grammar
TE,2021/07/29 1:51:44 AM OEZ,4,28,C2T+pg+cv,1,covererage
TE,2021/07/29 1:51:44 AM OEZ,5,28,C2T+pg+cv,2,redundancy
TE,2021/07/29 1:51:44 AM OEZ,5,28,C2T+pg+cv,3,semantic
TE,2021/07/29 1:51:44 AM OEZ,4,28,C2T+pg+cv,4,grammar
TE,2021/07/29 1:51:44 AM OEZ,4,26,Reference,1,covererage
TE,2021/07/29 1:51:44 AM OEZ,5,26,Reference,2,redundancy
TE,2021/07/29 1:51:44 AM OEZ,4,26,Reference,3,semantic
TE,2021/07/29 1:51:44 AM OEZ,4,26,Reference,4,grammar
VK,2021/07/29 3:32:31 PM OEZ,2,30,T2T+pg,1,covererage
VK,2021/07/29 3:32:31 PM OEZ,4,30,T2T+pg,2,redundancy
VK,2021/07/29 3:32:31 PM OEZ,1,30,T2T+pg,3,semantic
VK,2021/07/29 3:32:31 PM OEZ,5,30,T2T+pg,4,grammar
VK,2021/07/29 3:32:31 PM OEZ,1,11,T2T+pg+cv,1,covererage
VK,2021/07/29 3:32:31 PM OEZ,5,11,T2T+pg+cv,2,redundancy
VK,2021/07/29 3:32:31 PM OEZ,1,11,T2T+pg+cv,3,semantic
VK,2021/07/29 3:32:31 PM OEZ,4,11,T2T+pg+cv,4,grammar
